1,1,20
1,2,29.957
2,1,2
2,2,384.9
3,1,47
3,2,48.254043
4,1,50
4,2,16.6656
5,1,47
5,2,29.152979
6,1,44
6,2,74.881364
7,1,1
7,2,79
8,1,12
8,2,193.166667
9,1,76
9,2,164.891579
10,1,25
10,2,59.9176
11,1,2
11,2,79
12,1,276
12,2,38.719964
13,1,6
13,2,159
14,1,530
14,2,22.679396
15,1,1
15,2,199
16,1,2
16,2,79
17,1,26
17,2,40.264615
18,1,261
18,2,37.552605
19,1,220
19,2,26.065818
20,1,2
20,2,79
21,1,4
21,2,86.55
22,1,160
22,2,25.564625
23,1,34
23,2,67.035882
24,1,9
24,2,123.588889
25,1,530
25,2,24.345736
26,1,94
26,2,34.997447
27,1,65
27,2,39.085538
28,1,56
28,2,73.042143
29,1,176
29,2,25.989545
30,1,50
30,2,50.1824
31,1,107
31,2,56.546262
32,1,81
32,2,45.046667
33,1,215
33,2,30.063488
34,1,1
34,2,189
35,1,10
35,2,47.444
36,1,97
36,2,65.024227
37,1,8
37,2,101.11
38,1,7
38,2,197.571429
39,1,5
39,2,28.904
40,1,209
40,2,26.644498
41,1,6
41,2,122.333333
42,1,99
42,2,69.83798
43,1,19
43,2,155.632105
44,1,4
44,2,139
45,1,148
45,2,30.268243
46,1,2
46,2,349
47,1,186
47,2,39.176075
48,1,146
48,2,52.099932
49,1,996
49,2,27.827028
50,1,210
50,2,38.575571
51,1,8
51,2,197.75
52,1,82
52,2,31.84
53,1,210
53,2,34.807762
54,1,2
54,2,81.2
55,1,20
55,2,24.344
56,1,384
56,2,21.259792
57,1,98
57,2,38.057551
58,1,102
58,2,14.767353
59,1,2509
59,2,27.724719
60,1,255
60,2,27.995255
61,1,9
61,2,145.666667
62,1,46
62,2,26.070435
63,1,8
63,2,130.895
64,1,126
64,2,40.444762
65,1,22
65,2,78.532727
66,1,3
66,2,192.333333
67,1,1
67,2,79
68,1,11
68,2,196.272727
69,1,10
69,2,122.06
70,1,90
70,2,42.686889
71,1,399
71,2,26.978997
72,1,54
72,2,25.536667
73,1,5
73,2,131
74,1,50
74,2,20.1768
75,1,130
75,2,28.838462
76,1,199
76,2,34.098241
77,1,2
77,2,349
78,1,12
78,2,184
79,1,136
79,2,35.455588
80,1,68
80,2,30.448824
81,1,33
81,2,120.181818
82,1,712
82,2,22.47809
83,1,469
83,2,27.640235
84,1,74
84,2,28.544595
85,1,110
85,2,27.048182
86,1,62
86,2,41.410645
87,1,88
87,2,57.69
88,1,342
88,2,23.232368
89,1,34
89,2,90.674706
90,1,36
90,2,60.348889
91,1,108
91,2,18.646204
92,1,2
92,2,349
93,1,4
93,2,181.5
94,1,223
94,2,21.02426
95,1,12
95,2,56.359167
96,1,135
96,2,17.214889
97,1,4
97,2,76.25
98,1,12
98,2,285.666667
99,1,4
99,2,194
100,1,7
100,2,167.571429
101,1,67
101,2,42.005821
102,1,1
102,2,79
103,1,115
103,2,25.100261
104,1,136
104,2,24.246471
105,1,47
105,2,27.152766
106,1,230
106,2,17.135217
107,1,15
107,2,59.635333
108,1,36
108,2,16.517778
109,1,144
109,2,44.222778
110,1,34
110,2,18.220882
111,1,62
111,2,29.359516
112,1,27
112,2,30.726296
113,1,206
113,2,33.607524
114,1,39
114,2,27.095641
115,1,10
115,2,183
116,1,8
116,2,312.375
117,1,136
117,2,32.409559
118,1,22
118,2,127.556364
119,1,100
119,2,34.6953
120,1,378
120,2,44.831032
121,1,21
121,2,141.085714
122,1,28
122,2,38.835714
123,1,7
123,2,127.245714
124,1,101
124,2,27.530495
125,1,16
125,2,72.7475
126,1,25
126,2,69.3128
127,1,172
127,2,20.263837
128,1,284
128,2,25.539085
129,1,2
129,2,149
130,1,18
130,2,46.342222
131,1,4
131,2,144
132,1,5
132,2,35.868
133,1,64
133,2,60.141719
134,1,8
134,2,206.5
135,1,6
135,2,147.333333
136,1,11
136,2,121.727273
137,1,118
137,2,36.823051
138,1,5
138,2,191
139,1,94
139,2,33.67766
140,1,57
140,2,31.120877
141,1,81
141,2,33.630617
142,1,493
142,2,33.518824
143,1,38
143,2,45.836316
144,1,113
144,2,38.077876
145,1,7
145,2,176.971429
146,1,22
146,2,57.120909
147,1,71
147,2,29.369859
148,1,1
148,2,149
149,1,7
149,2,237.192857
150,1,7
150,2,241.857143
151,1,92
151,2,21.687174
152,1,71
152,2,35.162535
153,1,171
153,2,31.491345
154,1,126
154,2,35.605556
155,1,49
155,2,42.096327
156,1,374
156,2,19.780053
157,1,127
157,2,40.875591
158,1,352
158,2,22.683182
159,1,94
159,2,23.571277
160,1,4
160,2,274
161,1,60
161,2,24.227333
162,1,2
162,2,349
163,1,46
163,2,25.921304
164,1,15
164,2,66.240667
165,1,1
165,2,149
166,1,4
166,2,79
167,1,470
167,2,26.252383
168,1,4
168,2,174
169,1,104
169,2,49.845192
170,1,21
170,2,63.474286
171,1,60
171,2,24.112
172,1,4
172,2,339
173,1,1
173,2,149
174,1,1
174,2,199
175,1,122
175,2,30.819508
176,1,2
176,2,349
177,1,1000
177,2,32.44532
178,1,24
178,2,62.515
179,1,32
179,2,16.7025
180,1,61
180,2,66.955082
181,1,16
181,2,35.48125
182,1,129
182,2,41.137054
183,1,196
183,2,30.593469
184,1,703
184,2,49.902006
185,1,385
185,2,27.340753
186,1,19
186,2,248.836842
187,1,26
187,2,48.49
188,1,1
188,2,89
189,1,47
189,2,93.258723
190,1,2
190,2,89
191,1,10
191,2,36.273
192,1,22
192,2,174.149091
193,1,1
193,2,189
194,1,77
194,2,45.044416
195,1,188
195,2,25.191915
196,1,721
196,2,19.833204
197,1,51
197,2,27.238235
198,1,2
198,2,149
199,1,36
199,2,25.128333
200,1,27
200,2,31.984444
201,1,47
201,2,71.555745
202,1,4
202,2,54.3
203,1,34
203,2,20.746176
204,1,60
204,2,26.231
205,1,96
205,2,34.949167
206,1,559
206,2,35.262898
207,1,88
207,2,34.184205
208,1,2
208,2,189
209,1,276
209,2,23.235435
210,1,31
210,2,18.089032
211,1,2
211,2,199
212,1,4
212,2,299
213,1,195
213,2,26.987077
214,1,45
214,2,136.084667
215,1,135
215,2,46.721704
216,1,164
216,2,40.488049
217,1,126
217,2,27.235397
218,1,46
218,2,98.776087
219,1,5
219,2,269
220,1,9
220,2,138.931111
221,1,4
221,2,274
222,1,5
222,2,56.654
223,1,46
223,2,50.443478
224,1,198
224,2,40.62096
225,1,24
225,2,35.975
226,1,159
226,2,39.836226
227,1,57
227,2,95.363684
228,1,12
228,2,50.905
229,1,57
229,2,54.210702
230,1,292
230,2,26.37911
231,1,2
231,2,219
232,1,814
232,2,28.170885
233,1,30
233,2,262
234,1,12
234,2,126.1
235,1,66
235,2,36.81303
236,1,8
236,2,144
237,1,2
237,2,149
238,1,24
238,2,75.76
239,1,265
239,2,21.15766
240,1,34
240,2,91.121176
241,1,27
241,2,78.379259
242,1,16
242,2,111.37625
243,1,17
243,2,63.665882
244,1,5
244,2,195
245,1,1
245,2,89
246,1,156
246,2,47.783333
247,1,65
247,2,42.857692
248,1,39
248,2,62.575897
249,1,64
249,2,31.631094
250,1,64
250,2,20.307813
251,1,158
251,2,34.012848
252,1,194
252,2,37.328247
253,1,40
253,2,51.7415
254,1,238
254,2,23.453739
255,1,149
255,2,29.521275
256,1,78
256,2,28.335385
257,1,52
257,2,25.971923
258,1,94
258,2,32.722872
259,1,130
259,2,26.732154
260,1,6
260,2,285.666667
261,1,65
261,2,49.882308
262,1,60
262,2,16.049333
263,1,49
263,2,153.738776
264,1,16
264,2,57.49125
265,1,6
265,2,172.333333
266,1,56
266,2,49.287321
267,1,100
267,2,86.8004
268,1,22
268,2,135.507273
269,1,153
269,2,37.21634
270,1,17
270,2,73.048235
271,1,139
271,2,26.288993
272,1,68
272,2,34.525294
273,1,2494
273,2,28.75731
274,1,1
274,2,79
275,1,126
275,2,20.401746
276,1,126
276,2,21.077302
277,1,26
277,2,26.406154
278,1,2
278,2,199
279,1,335
279,2,24.101582
280,1,6
280,2,192.333333
281,1,53
281,2,24.848491
282,1,24
282,2,214
283,1,16
283,2,130.0625
284,1,152
284,2,31.694671
285,1,4
285,2,249
286,1,30
286,2,35.108
287,1,186
287,2,20.853065
288,1,210
288,2,25.952381
289,1,72
289,2,41.828333
290,1,200
290,2,26.164
291,1,60
291,2,38.2615
292,1,17
292,2,102.811765
293,1,418
293,2,27.56012
294,1,85
294,2,66.592235
295,1,104
295,2,45.712788
296,1,507
296,2,21.017396
297,1,4
297,2,79
298,1,144
298,2,14.112083
299,1,438
299,2,18.201507
300,1,82
300,2,26.42561
301,1,98
301,2,20.176122
302,1,2
302,2,79
303,1,97
303,2,25.416289
304,1,474
304,2,22.564895
305,1,2
305,2,89
306,1,5
306,2,155
307,1,7
307,2,120.428571
308,1,72
308,2,37.181944
309,1,28
309,2,39.559286
310,1,3
310,2,152.333333
311,1,2
311,2,244
312,1,2
312,2,164
313,1,149
313,2,22.308322
314,1,196
314,2,35.796224
315,1,102
315,2,20.247255
316,1,68
316,2,83.766765
317,1,94
317,2,28.775106
318,1,14
318,2,81.04
319,1,101
319,2,57.696436
320,1,238
320,2,26.314958
321,1,54
321,2,19.827407
322,1,240
322,2,23.960417
323,1,52
323,2,35.545385
324,1,223
324,2,44.078655
325,1,46
325,2,35.886957
326,1,33
326,2,47.577576
327,1,79
327,2,34.808861
328,1,4
328,2,119
329,1,150
329,2,29.533067
330,1,81
330,2,71.807901
331,1,88
331,2,37.962955
332,1,820
332,2,22.433732
333,1,111
333,2,34.428649
334,1,164
334,2,24.458049
335,1,6
335,2,147
336,1,4
336,2,169
337,1,5
337,2,125
338,1,64
338,2,36.042188
339,1,14
339,2,97.862857
340,1,123
340,2,133.979024
341,1,676
341,2,26.665414
342,1,156
342,2,39.555577
343,1,4
343,2,324
344,1,13
344,2,256.384615
345,1,488
345,2,25.049385
346,1,22
346,2,25.713636
347,1,16
347,2,94.98625
348,1,56
348,2,20.601071
349,1,146
349,2,13.555205
350,1,78
350,2,44.648974
351,1,9
351,2,82.624444
352,1,34
352,2,41.125
353,1,2
353,2,89
354,1,32
354,2,38.416875
355,1,430
355,2,23.25986
356,1,16
356,2,142.22375
357,1,48
357,2,36.872083
358,1,90
358,2,46.101111
359,1,6
359,2,232.333333
360,1,381
360,2,25.077848
361,1,230
361,2,35.467783
362,1,64
362,2,43.736719
363,1,42
363,2,70.740476
364,1,178
364,2,55.317528
365,1,27
365,2,27.514074
366,1,195
366,2,18.944308
367,1,16
367,2,96.8625
368,1,9
368,2,137.888889
369,1,48
369,2,46.08375
370,1,4
370,2,174
371,1,12
371,2,38.246667
372,1,30
372,2,36.894
373,1,329
373,2,51.349392
374,1,17
374,2,107.908824
375,1,139
375,2,26.463022
376,1,5
376,2,195
377,1,18
377,2,50.112222
378,1,97
378,2,19.191443
379,1,176
379,2,29.745455
380,1,334
380,2,31.019701
381,1,2
381,2,199
382,1,252
382,2,28.523333
383,1,48
383,2,25.645208
384,1,2
384,2,149
385,1,2
385,2,89
386,1,21
386,2,167.398095
387,1,87
387,2,35.667471
388,1,1
388,2,79
389,1,2
389,2,164
390,1,53
390,2,52.281321
391,1,4
391,2,144
392,1,6
392,2,170.666667
393,1,60
393,2,70.453667
394,1,39
394,2,15.761538
395,1,163
395,2,21.432147
396,1,1
396,2,89
397,1,66
397,2,46.977273
398,1,117
398,2,25.275043
399,1,226
399,2,27.602699
400,1,20
400,2,21.435
401,1,65
401,2,34.072
402,1,58
402,2,22.03069
403,1,63
403,2,52.799048
404,1,140
404,2,23.937143
405,1,302
405,2,30.110464
406,1,2
406,2,149
407,1,802
407,2,27.120087
408,1,98
408,2,30.042245
409,1,117
409,2,53.523333
410,1,42
410,2,71.238571
411,1,10
411,2,359
412,1,46
412,2,71.005
413,1,58
413,2,30.740517
414,1,188
414,2,26.046702
415,1,8
415,2,156.5
416,1,10
416,2,151.4
417,1,3
417,2,88.333333
418,1,52
418,2,47.300385
419,1,5
419,2,259
420,1,1
420,2,199
421,1,16
421,2,96.24625
422,1,85
422,2,53.136941
423,1,299
423,2,33.330301
424,1,30
424,2,74.940667
425,1,219
425,2,22.922511
426,1,78
426,2,29.555897
427,1,1
427,2,79
428,1,217
428,2,27.502396
429,1,3
429,2,85.666667
430,1,6
430,2,142.333333
431,1,451
431,2,50.483659
432,1,621
432,2,24.925749
433,1,6
433,2,275.666667
434,1,4
434,2,199
435,1,4
435,2,83.13
436,1,247
436,2,45.641053
437,1,1
437,2,249
438,1,4
438,2,94
439,1,435
439,2,29.420667
440,1,73
440,2,74.389041
441,1,6
441,2,184
442,1,1
442,2,89
443,1,1
443,2,79
444,1,71
444,2,17.867183
445,1,2
445,2,89
446,1,85
446,2,48.943882
447,1,1
447,2,199
448,1,85
448,2,54.654353
449,1,182
449,2,55.534505
450,1,534
450,2,28.733745
451,1,79
451,2,21.618734
452,1,26
452,2,30.597692
453,1,8
453,2,64.1
454,1,4
454,2,149
455,1,12
455,2,227.333333
456,1,6
456,2,116.356667
457,1,7
457,2,221.857143
458,1,1
458,2,299
459,1,34
459,2,49.774706
460,1,182
460,2,31.673022
461,1,99
461,2,40.791818
462,1,2
462,2,164
463,1,154
463,2,23.577792
464,1,9
464,2,114.311111
465,1,262
465,2,51.13313
466,1,66
466,2,56.067576
467,1,3
467,2,142.333333
468,1,68
468,2,11.851471
469,1,4
469,2,174
470,1,36
470,2,24.845278
471,1,88
471,2,43.103295
472,1,1
472,2,199
473,1,66
473,2,32.26
474,1,2
474,2,49
475,1,222
475,2,36.035315
476,1,2
476,2,169
477,1,86
477,2,49.131163
478,1,353
478,2,24.141586
479,1,81
479,2,39.874444
480,1,86
480,2,16.126512
481,1,39
481,2,52.352308
482,1,121
482,2,23.502645
483,1,34
483,2,55.822647
484,1,821
484,2,26.692266
485,1,4
485,2,119
486,1,84
486,2,37.981667
487,1,7
487,2,38.982857
488,1,410
488,2,17.582537
489,1,15
489,2,125.666667
490,1,60
490,2,37.850333
491,1,44
491,2,32.825
492,1,14
492,2,42.31
493,1,6
493,2,215.666667
494,1,20
494,2,160.5
495,1,84
495,2,30.647619
496,1,5
496,2,181
497,1,3
497,2,142.333333
498,1,11
498,2,197.181818
499,1,104
499,2,15.225769
500,1,46
500,2,33.335217
501,1,212
501,2,27.854009
502,1,126
502,2,19.092063
503,1,626
503,2,34.55492
504,1,282
504,2,40.23695
505,1,56
505,2,170.714286
506,1,164
506,2,24.472683
507,1,4
507,2,724
508,1,70
508,2,36.995143
509,1,49
509,2,51.473061
510,1,1087
510,2,25.35575
511,1,137
511,2,23.84146